Temperature [_ C],Humidity [%],Soil moisture,Reference evapotranspiration,Evapotranspiration,Crop Coefficient,Crop Coefficient stage,Nitrogen [mg/kg],Phosphorus [mg/kg],Potassium,Solar Radiation ghi,Wind Speed,Days of planted,pH,Target
33.5402009148314,59.99342513387812,0.0,205.2802356,469.0264318,0.97,2,103.73967628608642,26.301725420884964,69.29822534569539,1219.5618238712254,2.583192403319501,85,4.950167394986938,0
22.225287018434344,94.18034072951589,0.0,60.48760296,688.5262934,1.11,2,74.40717792766364,10.377628812595319,19.991240483696586,925.1167664973818,5.708309201954711,94,3.9186053184369456,0
18.24,68.37,469.24,163.1176808,425.4806576,0.95,2,103.0,98.0,45.0,562.92,2.83,110,2.69,1
17.71222300300186,57.0867707469974,100.0,11.04884611,890.0520005,0.92,2,141.14142030970797,137.41479243230577,208.6892800075757,0.0,2.4473134291765417,100,4.4025237638761325,0
30.44,75.09,367.97,1054.681576,813.2716558,1.15,2,102.0,62.0,99.0,678.51,3.51,85,6.82,1
20.8,68.13,663.73,398.3213555,96.77568959,1.09,2,85.0,53.0,129.0,240.22,3.36,90,2.15,1
20.68,91.89,298.47,1072.015132,805.9167458,1.39,2,110.0,70.0,136.0,282.85,3.78,110,3.32,1
21.33,83.06,508.76,780.0814018,726.1270493,0.92,2,107.0,49.0,102.0,356.65,1.7,100,5.02,1
12.276277296061519,100.0,100.0,834.6692337,872.3109314,1.3,2,118.47481035184273,-7.934281031526851,74.83839817960857,902.0533534568973,4.907282904794998,85,8.704294074600341,0
14.783179140899541,59.169513070659505,100.0,635.8090969,321.9378028,1.34,2,96.53918952151838,23.734627740146323,53.90944728523212,0.0,0.43483484549450857,85,5.137858123300857,0
19.4,85.74,574.89,85.4652706,776.9905733,1.21,2,103.0,49.0,108.0,374.94,3.25,55,2.66,1
18.27,87.68,663.96,68.46530543,768.2537401,1.26,2,96.0,59.0,121.0,639.69,4.2,55,4.53,1
33.846555017140155,88.6419776729118,100.0,166.0337966,62.66614671,0.82,2,67.98590557195202,96.32429754826927,125.13819008754366,0.0,0.0,100,3.3447618646460473,0
19.58,78.82,309.24,329.3102015,245.1967866,0.91,2,86.0,60.0,103.0,571.2,3.96,100,3.18,1
28.59,78.88,453.26,223.9956325,468.3157415,0.81,2,86.0,86.0,70.0,242.83,1.98,90,6.14,1
21.753873770103155,71.41450979062978,100.0,1092.595174,114.7284886,1.25,2,83.99324559180104,132.40717679480667,66.53264680266318,699.8765890541853,4.945096366907254,100,8.72610462749505,0
23.970604918733642,57.09087707331713,100.0,1099.324756,84.2575612,0.97,2,121.13198311684235,37.693757005981496,121.99339638275933,227.23397142265156,0.7997551235529659,94,2.641564762105255,0
11.231084714591615,42.38227245723397,0.0,867.6174308,509.5563458,0.81,2,26.719510866236355,47.345086236889834,109.15497926671712,0.0,4.021607226697899,65,1.5046305894357803,0
38.38184162377483,99.92726585100193,100.0,724.026201,394.5370464,1.48,2,147.54820634967845,111.6451389611716,51.219482467118084,266.9305451168482,3.998559732059286,70,0.0,0
27.586911796402905,83.58541362948222,100.0,812.9901889,699.4111264,1.22,2,62.89608222450373,46.2673488144638,37.43207916246139,0.0,1.105322554201476,100,5.369877353496459,0
28.9,85.8,196.0,50.36490259,37.27002792,0.74,1,106.0,39.0,55.0,732.0,1.44,17,4.89,1
29.54,72.92,587.48,635.4922056,601.0606187,0.99,2,67.0,86.0,122.0,560.76,1.78,100,5.66,1
25.756412192051442,100.0,100.0,158.8557473,73.07364377,0.46,0,61.46418082942578,49.621650072433326,-61.65386254486771,848.500153287014,1.7199171546073038,9,6.81562159164544,0
36.28896292005588,99.77114109257185,0.0,226.6925725,87.71294473,0.94,2,108.60786636976938,34.42263676389082,86.53874497805714,791.3038030448392,4.1356292840630475,85,1.8270432657417799,0
18.96,71.01,175.86,966.3639646,429.5704323,1.14,2,71.0,106.0,63.0,20.2,1.08,94,6.0,1
37.987909839147825,63.20097951927349,0.0,207.5459176,53.42588534,1.06,2,77.1232286987177,97.20291636366595,172.42989215651738,190.83357044997183,2.3953427939065617,105,1.2939493562165225,0
36.11873022850757,88.09217151186576,83.4603448837608,245.7661966,849.797806,0.91,2,17.724565485901444,63.88532893731407,128.23254275930833,0.0,1.4812350028330923,100,7.483272836788494,0
14.658035016865124,88.80471523449992,100.0,44.3121455,210.705075,1.12,2,91.51031794302547,119.95047526888737,114.82610979500616,0.0,2.3830232048576194,100,4.108803759097899,0
31.28,63.5,620.17,256.9923035,293.292048,1.12,2,100.0,98.0,57.0,127.37,3.56,62,5.64,1
22.63,63.1,368.98,626.8755156,432.1407049,1.44,3,110.0,75.0,97.0,574.36,2.86,125,5.62,1
30.3,78.8,307.0,557.4856889,234.1439893,0.42,0,107.0,38.0,53.0,622.0,2.09,3,3.67,1
20.64,77.07,479.97,720.4566389,51.06335143,1.0,2,79.0,42.0,118.0,8.14,3.02,100,2.91,1
28.76,75.64,543.36,423.931151,731.5924505,1.42,2,69.0,47.0,77.0,24.2,2.93,94,6.28,1
26.42938751325956,100.0,0.0,484.250392,199.4663086,1.01,2,155.76091006324063,94.27476499722111,109.73637123337987,900.0681349174777,3.6723560790293504,94,4.395832379516216,0
28.9,86.0,196.0,50.35020224,50.36490259,0.74,1,118.0,39.0,55.0,732.0,1.07,32,3.62,1
25.356436033626842,100.0,100.0,565.6872704,654.4037805,1.26,2,107.83646435700174,158.73826350386219,107.12724648929877,823.0631040928242,5.764247299575697,85,3.003263226003527,0
25.38494361802902,100.0,100.0,570.4686871,318.7415002,1.25,2,111.35640964988889,42.45104365745634,24.1252532849074,296.12776251847083,2.6302025928887005,100,6.173128924278654,0
22.79,76.62,428.12,890.1502672,67.10956635,1.0,2,83.0,97.0,114.0,41.63,2.4,85,3.08,1
28.86,85.82,464.54,290.5890428,619.5332464,1.33,3,88.0,96.0,62.0,41.15,3.96,125,2.44,1
27.4,60.72,129.02,897.0306524,247.5087413,0.8,2,86.0,71.0,54.0,616.02,3.43,65,5.77,1
28.494279317989132,60.846887589852955,0.0,465.042582,821.6138455,1.03,2,132.28389679359347,69.12396541525608,83.95553958560693,1120.442380617879,2.6004496423804677,105,1.2282775077177548,0
31.93,68.24,138.84,1046.823323,363.9042563,1.25,2,85.0,79.0,55.0,134.52,1.85,105,6.27,1
25.837541623859835,85.7883200344518,100.0,126.326398,122.6155733,1.04,2,87.69584228607992,76.26336524828423,134.22164866576026,0.0,0.7324307542952684,100,6.07810639762186,0
14.276718066864177,92.74124528721049,100.0,700.986349,744.5010726,1.16,2,87.1865265928042,64.38254266384038,77.14160349139709,627.6746156202515,3.169287579348172,62,5.809143581978477,0
32.160765358205445,39.94258521920277,100.0,221.4555088,266.9385775,1.46,2,135.60112417752424,92.40607051731975,47.70513456193615,725.0248567736601,0.8855300937619557,94,0.0,0
39.34059146705519,75.49137923621136,100.0,978.4481041,362.611326,1.47,2,74.68979847264414,135.66646328760305,59.882394461733284,0.0,3.4494412131793486,70,4.6712198151152755,0
25.565731530682157,87.04180107486101,100.0,630.2357751,759.4103218,1.25,2,153.46927858465287,119.46142006318215,103.94100226568277,0.0,0.0,100,2.2625538034644737,0
20.67,71.17,332.3,298.8119243,12.4955976,1.41,2,99.0,60.0,125.0,292.61,2.65,110,3.89,1
29.89,82.19,629.62,868.9804877,103.1618475,1.1,2,77.0,41.0,100.0,418.61,2.47,62,5.39,1
30.56,89.93,360.04,351.0626054,221.4483102,0.87,2,90.0,67.0,130.0,652.12,4.16,110,2.05,1
22.818247226788696,91.65960795582123,0.0,494.3676937,434.8820585,1.13,2,56.17553468747063,117.94066370941874,203.68574560367784,0.0,4.080087208811159,100,2.5021201259885926,0
12.768781501383287,66.79891726498919,0.0,641.3203423,182.1423139,1.43,2,104.91974848794493,140.63691939131692,60.21815381075656,58.40266780630162,2.1214485023380574,100,2.830243015227064,0
28.3,82.93,454.07,338.2563548,516.5771228,1.07,2,84.0,101.0,80.0,141.57,1.73,70,4.17,1
17.146257912890523,67.14702435418083,100.0,202.4047064,320.3290821,1.17,2,51.05779671687075,11.153529905347156,101.9430533270197,413.9881305225231,0.0,100,0.0,0
27.585364340262146,96.74850472619374,100.0,462.8883318,325.7558204,1.11,2,145.384070056816,34.08911215312172,166.62068669845036,0.0,4.117646524614686,85,6.139692017996671,0
18.46,80.15,152.65,193.7865426,667.7896018,1.46,2,88.0,41.0,101.0,275.07,2.1,62,5.42,1
24.929089252072473,94.53218884590956,0.0,558.4861597,234.5641871,0.42,0,124.24383308793693,-18.52955511436184,86.35368941967963,1215.5465241037311,0.3511614511417358,3,0.0,0
18.07,90.3,206.29,869.5900001,178.49208,1.01,2,96.0,56.0,134.0,311.4,1.58,50,4.5,1
21.56996267881209,61.83969292915444,0.0,522.2391243,338.0889851,1.25,2,139.96902141777343,69.5347634414056,29.30806333993891,418.19901536250245,4.449788237434386,100,5.1974397656332965,0
19.96,71.15,160.64,774.1880522,643.8243023,0.94,3,81.0,70.0,90.0,232.68,2.02,120,3.87,1
23.14,70.0,507.53,147.5348989,737.2586874,1.18,2,70.0,76.0,61.0,605.9,2.44,110,3.23,1
28.63,85.56,389.88,293.4211182,195.8835006,0.81,2,85.0,108.0,40.0,103.21,2.62,85,2.45,1
8.881548178905401,78.22967912058157,100.0,936.900686,839.2113291,1.22,2,90.01616562621581,65.7820383339038,79.95602509729801,0.0,2.162709017689877,100,2.5686525286755186,0
27.28,61.19,569.71,534.4831455,44.32526503,1.38,2,60.0,83.0,104.0,406.81,3.42,55,5.48,1
28.56,65.13,122.84,619.6278286,148.7419992,1.26,2,74.0,70.0,113.0,459.53,2.3,110,3.0,1
28.17166842003072,91.8087722435416,100.0,512.3210051,573.1267137,1.25,2,101.22922895710644,90.8806561610356,24.68521127110276,0.0,0.6770394410207996,45,8.68826058059734,0
20.01477313421131,59.07494017049353,100.0,1041.703051,620.1368916,1.18,2,55.764339426767044,91.91891782171022,-2.510573727561763,0.0,3.7812310834108653,62,5.2519237956321465,0
22.62,81.84,339.17,228.6459259,492.4001291,0.88,2,85.0,54.0,105.0,102.54,3.57,85,3.38,1
30.81022148770714,80.60896396331722,100.0,114.6226689,408.8208711,1.19,2,141.14701781903312,28.657942490297835,42.08609262219427,0.0,0.14059642143522,62,6.776698541531796,0
30.747467760299934,51.023524171964354,100.0,504.7832906,491.4650986,1.18,2,78.3822507705751,3.8361130734921502,64.35423918399836,162.44737170121914,0.5450158446051168,100,8.04493654428274,0
36.00413983030036,86.2023328011262,100.0,38.82227814,490.5773459,1.06,2,126.18497054126726,53.4992005420844,182.54681788485965,57.82913896740476,2.0014800422392387,100,3.916495917730248,0
38.716800875126026,92.19521866294109,100.0,942.0617399,740.7819746,1.2,2,97.19031182764331,44.56273548161403,131.5544314710259,0.0,1.9128575420631673,50,4.852724816453507,0
21.2,61.14,435.39,1010.919433,219.7087355,1.25,2,87.0,59.0,75.0,619.47,2.56,85,6.11,1
41.16069828066907,100.0,100.0,558.5571989,846.326746,1.24,2,36.98596913052938,-4.087068780760831,193.74980229103346,65.28517377773682,2.5729170707347135,55,6.25772006467704,0
21.21,84.27,514.14,990.4323898,740.1714648,1.33,2,113.0,95.0,112.0,199.73,3.98,85,2.02,1
34.550006605523166,100.0,100.0,391.4906505,449.4089899,1.25,2,79.0832524083709,38.43351777496501,98.35101527651574,1309.7914152692592,4.173303684277371,110,1.9057210676476357,0
23.303803561519715,77.34841783604998,100.0,746.3555501,535.1466947,1.24,2,59.68946492603548,46.19730046005815,135.46903731248744,176.91569720203177,3.0437720448772545,85,4.649685491744633,0
21.911374591757358,68.19967476755863,0.0,239.6585803,252.5760549,1.13,1,142.57232309752442,13.580275630207133,60.44962522260582,174.28280417806735,3.408518946794876,40,6.318389648903885,0
29.57,69.17,302.33,486.1484683,415.0108783,1.3,3,64.0,75.0,71.0,53.26,2.67,125,4.17,1
23.761219316495783,100.0,100.0,974.6323887,682.698243,0.97,2,50.78851018616486,90.84974852573467,30.436980520396595,427.0994657634782,3.789622369727445,85,3.231216412058344,0
17.602426767187364,100.0,100.0,154.2418865,121.9596193,0.93,2,115.94201177524812,109.45886741979399,32.99318246112133,455.9902035217957,0.9567454161138118,100,4.360281257041137,0
16.04825064303717,84.46216956815505,100.0,918.9762399,809.7270234,0.88,2,31.37526153686008,87.93332885306383,123.15752249665793,342.9545748834281,3.49926566673253,100,2.656676525853348,0
19.38,74.61,512.59,791.7286686,272.6779068,1.24,2,112.0,65.0,117.0,179.21,1.91,100,2.09,1
24.120513601368337,100.0,100.0,1033.395932,289.7052732,0.94,2,67.1593743750628,77.33835109338811,112.40781457595834,475.84616009491896,3.5346863772444657,105,10.2542490537809,0
37.37593368820733,53.065800008288676,100.0,803.9555777,634.5979056,1.11,3,76.16044457415663,56.442858667818705,16.17668360285016,5.614592702618552,0.9050863396312612,120,6.092233698970913,0
26.54,75.41,322.98,602.8246055,17.25271421,1.09,2,101.0,88.0,73.0,511.57,1.66,100,5.62,1
25.3,95.0,230.0,158.8557473,73.07364377,0.46,0,44.0,15.0,22.0,217.0,1.32,9,3.67,1
37.29877693822921,100.0,100.0,74.31069226,432.0005157,1.04,2,77.15743719753787,111.83299405743773,24.687307809248857,0.0,0.0,100,0.0,0
29.14480252854232,59.622830869173384,100.0,834.5140433,303.4567386,1.04,2,22.43429761124844,9.269915805200114,62.99590523827588,0.0,3.28533245137197,100,3.5814263059862563,0
23.59,86.13,296.5,756.8356458,761.6040178,1.31,2,104.0,79.0,94.0,292.33,2.77,65,4.77,1
30.91,86.89,190.82,961.2190121,659.9680356,0.88,2,100.0,46.0,129.0,419.77,3.13,65,3.95,1
19.714398477816772,64.35943127387661,100.0,49.77068204,326.1339058,1.25,2,156.96543970754976,150.90236482642544,-13.798296873224047,98.84072790953934,4.739631722377949,100,1.8445375164345643,0
25.03,89.45,639.86,23.71870688,93.5936782,1.18,2,67.0,50.0,87.0,668.77,1.2,85,3.91,1
24.72,74.76,248.35,976.3205716,580.1357717,0.97,2,110.0,107.0,98.0,33.71,1.86,85,2.32,1
25.92,87.1,575.64,1033.669302,593.5431529,1.43,2,101.0,76.0,52.0,646.68,2.15,55,5.68,1
21.0202044973527,84.16243837477008,100.0,401.5439837,449.1338787,0.98,2,62.48498353615409,124.17843687173898,123.98498985643953,899.8133951859842,0.9147518179360219,85,5.522368140513383,0
29.46,88.24,593.6,501.5927722,460.8284621,1.12,2,102.0,68.0,82.0,406.45,3.45,100,3.37,1
15.38944827228778,69.63602660223054,0.0,508.9231844,223.9262012,0.44,0,98.63193091636347,-9.218883164123753,70.25710824086914,29.639462338112935,0.523300465732902,6,6.6600578150527046,0
30.61,69.13,591.34,563.2331784,698.6592437,1.41,2,75.0,74.0,99.0,566.98,3.76,100,5.28,1
31.83,86.54,505.41,110.4854361,587.9041756,1.47,2,64.0,81.0,67.0,571.43,2.69,85,5.01,1
19.64,85.1,347.95,163.6842515,482.4729073,1.36,2,73.0,68.0,109.0,47.06,3.22,65,2.73,1
30.755865139415253,33.67460513035565,100.0,1076.007726,386.3053388,1.33,2,105.13900763178438,107.63263928961548,54.734094601969446,404.88480360265834,3.0369773106053577,100,0.0,0
21.56,77.25,343.13,23.26700346,321.1447909,0.84,2,83.0,98.0,126.0,302.4,3.92,55,2.19,1
17.272250258617145,52.13996080149903,100.0,465.1067627,133.6558886,1.13,2,77.02179591691913,96.0070299374401,149.7655171931134,0.0,0.0,105,1.2606288097623226,0
36.29858511468752,100.0,100.0,1058.235188,481.354899,1.17,2,72.95721256643102,30.38111981628476,103.79608398363263,1150.032214188344,5.112577765094889,62,3.7422664139336614,0
14.3430285217075,91.04358693205384,100.0,605.1264123,758.7387453,1.1,2,49.43557714815398,84.41385698122959,168.92515958587813,886.9598726546373,5.756980438129913,105,0.0,0
33.03165144387836,62.869757470947995,0.0,808.451989,133.5741165,1.05,2,30.572780740291343,23.422889997938427,37.040195150575215,416.8667073322218,1.5411397722906888,100,3.594653176467573,0
29.622273438439944,63.29426494117236,4.04217596893443,876.5347852,585.4068385,1.15,2,101.69220320988752,84.30403616559825,151.16688891595788,293.2393876289934,4.351088191257236,94,6.825935163406151,0
28.579435185317095,100.0,100.0,616.631219,574.8017097,1.06,2,92.40271748252187,100.42845586300837,168.22076699340985,296.5559167952779,0.5697428396938311,85,3.9024794151710362,0
38.79392037540295,75.17990956416814,100.0,588.6727868,571.7887473,0.9,2,158.63926009902568,88.51575209593805,36.91178557609584,0.0,5.171586284843295,55,4.5811013849551045,0
28.511238238779526,99.31691943970134,100.0,59.53773114,463.6495392,1.4,2,11.034767502344081,99.2574922009412,42.89798713992709,0.0,0.4746163705266966,70,4.316267794987844,0
21.35479110301777,43.15981697126844,100.0,706.9885552,833.9002363,1.3,2,24.30054366363079,92.1487225538612,60.66994112180886,605.019848596372,3.261173407836384,62,2.259048427070596,0
21.27,82.19,323.86,103.7703442,335.8394059,1.07,2,71.0,47.0,99.0,632.72,3.35,62,3.05,1
33.38362410683708,65.08189109118592,100.0,12.95653886,206.2017815,0.86,2,135.87764176589144,72.18049101080697,45.75758789611349,412.93109440564126,3.3627512285290306,85,7.877001253787173,0
28.65,83.56,442.37,693.4364885,476.6328,1.37,2,118.0,61.0,105.0,666.7,4.18,100,5.55,1
29.870015497285213,58.75191175509531,100.0,434.2671611,677.9492634,1.35,2,54.20007385605105,113.72948098149142,141.38774158096743,451.2130652956428,5.792300474456807,100,4.768238867837239,0
20.79,81.95,247.43,537.926523,301.7429419,1.39,3,71.0,46.0,121.0,15.41,2.36,125,5.23,1
29.86,84.31,234.71,171.8821169,473.6940946,1.37,2,83.0,67.0,65.0,46.11,2.79,94,4.8,1
20.21918310810998,63.63323230020676,100.0,53.1261533,21.67432385,1.24,2,51.36553872096208,85.96400111428656,179.59241371633124,339.83205951411276,0.0,55,2.270095168960588,0
22.570950614855636,100.0,92.67906824658394,592.2348705,272.4280404,0.46,0,84.27619133371937,102.70096252535551,143.26397140042263,241.8951238120752,3.137853313592024,9,2.052394624810763,0
24.09,89.49,338.75,1081.908859,207.371717,1.19,2,62.0,48.0,136.0,340.84,3.84,94,3.0,1
26.79,84.01,554.34,700.727422,787.5081318,1.48,2,116.0,108.0,136.0,41.36,2.1,70,6.03,1
18.72,61.66,489.01,278.2625653,78.2354714,0.98,2,117.0,95.0,125.0,50.61,1.42,85,2.93,1
30.68598839793219,53.614399899714456,100.0,775.481469,650.9952276,1.25,2,126.19362170911239,49.71540373142017,40.88631219843009,0.0,2.701952790767974,85,2.733990013485159,0
28.71,69.97,447.59,22.63354928,256.672487,0.85,2,80.0,93.0,102.0,162.15,2.78,55,3.42,1
19.88,68.03,283.88,115.8089005,558.5362337,0.89,2,92.0,58.0,57.0,212.73,3.05,90,5.05,1
19.65,84.11,124.11,584.7990189,74.36680818,1.2,2,80.0,106.0,60.0,489.1,1.03,55,5.35,1
26.153104779510656,100.0,0.0,622.4077624,237.2488727,0.88,2,158.69699512485562,99.37427404845901,137.79759458551774,140.01800484719075,2.1316811636244233,100,5.137458085350463,0
30.82,63.97,228.82,984.4456061,275.6557495,1.21,2,102.0,84.0,50.0,396.56,1.26,100,4.68,1
18.03,67.63,226.4,938.523717,551.4641652,1.08,2,75.0,83.0,85.0,557.94,1.52,85,5.02,1
28.91762341290157,68.57156426300327,100.0,11.92228537,535.7122823,1.43,2,110.70092256533684,-11.160658624322451,178.17382235734573,764.8205585535536,0.0,62,9.713432259791585,0
27.02,79.74,139.08,702.703108,152.5084151,1.46,2,110.0,80.0,85.0,21.52,3.96,100,2.69,1
22.975100803838345,71.66554634582093,100.0,6.926840146,5.125861708,0.74,1,65.8029949023514,74.80105324643903,33.01077118077872,1045.8065955238976,2.931731630841658,25,2.0318841907633503,0
18.3,79.59,518.94,906.4538647,564.8030888,0.97,2,65.0,57.0,76.0,432.09,1.17,85,3.24,1
30.45,61.5,133.61,589.9579122,849.3353094,0.94,2,73.0,61.0,101.0,609.08,4.06,85,3.34,1
30.52,63.63,120.18,254.2018211,83.49169513,1.09,2,94.0,55.0,74.0,251.39,1.9,105,5.19,1
24.56,60.1,313.95,514.6793475,219.7402818,0.89,3,78.0,105.0,121.0,313.08,1.62,130,6.96,1
19.4,89.05,561.72,217.8616709,392.8043854,0.8,2,97.0,51.0,86.0,111.67,3.06,85,2.55,1
29.672538552496476,41.91819049846467,0.0,173.1433344,466.2556281,1.48,2,88.02957767198268,32.722645642546254,158.83734525459334,1068.2293745619859,2.160925492116645,100,7.967925546664628,0
22.09,94.24,350.15,538.166832,888.3112,1.28,2,83.0,86.0,72.0,311.88,3.77,85,5.61,1
19.601583960362355,100.0,100.0,1029.48378,743.2458113,0.94,2,112.46361551977606,120.78907936528518,72.25256881794637,1025.9810178778343,4.670220515233396,45,3.412134570501265,0
40.538386938493744,89.6947893656563,33.70770655448598,345.4119519,348.9857071,1.45,2,66.53628549818798,22.6142033556778,61.67380754169192,394.4722571262366,5.495620216213186,45,0.8139041792789516,0
27.62,66.16,537.12,888.1284702,694.2144289,1.12,2,66.0,91.0,69.0,244.08,2.12,105,3.05,1
23.11,66.4,421.28,996.0180151,814.5144804,1.46,2,78.0,85.0,72.0,206.89,3.94,65,6.88,1
22.786510349135185,90.92939179626515,100.0,636.6658667,194.4759239,1.35,2,108.4837422727972,124.20905160499767,109.24411991447225,537.3147160316271,4.1053908774771,100,0.49168653012723196,0
23.244745266458082,52.952389634409755,31.632080112746053,49.57086763,448.9384436,0.91,2,91.00693320099774,60.206580861878,47.57513854177977,456.7430357194168,0.45359816796678976,85,0.7890743114751242,0
31.16,78.27,417.94,982.2392308,49.19815318,1.42,2,99.0,67.0,62.0,623.42,3.03,62,4.86,1
26.39689282371228,83.43708825480063,0.0,899.1882939,256.7872956,1.4,3,56.63471395492275,82.5348937541072,105.66766932643328,348.0624397537555,0.0,130,2.7367085414963714,0
23.62,75.34,484.21,417.5023624,468.8194471,1.27,2,70.0,42.0,55.0,126.45,1.21,70,6.87,1
20.8015784258329,93.22756939233275,100.0,206.245424,168.8972663,1.47,2,95.89570113562198,66.38959955122587,-18.26262948289591,0.0,3.9325400953355505,105,5.368025777741281,0
17.511538217957746,91.86988131293225,100.0,356.1614044,486.0359261,1.33,1,153.6803618101087,29.916978409111664,90.16599215598349,990.08345027665,1.5195726019174507,40,7.663017531065968,0
28.62,92.93,205.06,802.0148384,745.5749207,1.03,3,91.0,109.0,93.0,575.34,2.13,125,4.27,1
19.528561174866134,92.46084931142533,100.0,442.9513842,3.217527826,1.08,2,60.3019060548181,110.22662423470955,-34.95558231629191,200.45884203135398,1.1468648201633322,100,7.700285117414463,0
27.347277612112915,50.54133372528059,100.0,953.9414521,893.5259063,0.99,2,99.98705091988697,28.336713426920433,67.72986079414612,281.49414287588814,2.345906597025053,100,5.864361429425019,0
18.37,61.94,589.57,190.6002531,44.28576118,0.93,2,102.0,42.0,127.0,643.09,3.85,100,4.99,1
29.33,87.83,187.12,303.6868595,36.75380357,1.35,2,89.0,55.0,68.0,701.75,3.64,70,3.62,1
24.3,86.96,208.48,689.9290763,712.4086448,1.36,2,77.0,43.0,88.0,59.49,1.68,105,4.03,1
19.62,87.22,159.43,950.7520866,522.6919878,1.09,2,111.0,41.0,64.0,25.88,1.35,70,5.14,1
19.030619814809285,60.950336497230566,0.0,50.36490259,37.27002792,0.74,1,109.48450497497605,-1.062118610499141,142.23180130847607,1201.5674149715549,0.3239253595829621,17,4.219133446405694,0
25.202252554746828,100.0,100.0,569.4531742,291.175869,1.04,2,132.34024417437695,99.22851629332679,80.57576680256007,0.0,1.2125895451681552,62,6.147473777400654,0
27.43,73.23,420.77,221.8242589,734.0320587,1.06,3,70.0,89.0,74.0,331.35,2.35,125,6.94,1
19.931367030259707,100.0,100.0,327.3638422,428.0983441,1.25,2,6.731624863584493,8.195068037387088,-11.19088063603624,241.70047546413468,1.6533408049862426,85,9.8941451747991,0
36.43254921925636,87.3092004591253,100.0,158.8520088,73.07192406,0.46,0,33.683696840815195,28.351498467559495,59.29645852777864,595.8388838339911,1.8484822805242305,9,2.3425286869835857,0
11.995604068918077,100.0,100.0,950.6101477,330.0109429,1.26,2,84.8967892578942,28.05588644979062,97.53371845922648,509.25934791607733,2.398475480812873,100,8.507055217440046,0
28.7,82.3,230.0,593.4101585,272.9686729,0.46,0,117.0,42.0,58.0,804.0,0.81,9,3.68,1
38.54154076012486,85.13704377111563,100.0,920.9839336,94.95293773,1.02,2,130.34390235527616,47.484754300052415,69.35691072779058,0.0,5.585764669585845,62,4.539056126849028,0
27.28747188236902,68.68206675581415,100.0,179.89408,476.4232943,1.17,2,65.06157532463432,13.431294177685189,180.5584566821875,612.8368833227248,3.219378078408959,100,3.192901970381727,0
24.46,94.02,615.65,759.2805073,312.0402657,1.23,2,70.0,71.0,111.0,574.62,3.26,110,5.11,1
30.34,73.58,181.2,57.16909755,873.8985414,1.41,2,112.0,74.0,73.0,236.29,2.55,62,5.86,1
27.64,86.18,368.77,1068.461971,567.9852,1.35,2,90.0,104.0,101.0,484.97,3.68,94,4.12,1
21.87,77.02,207.59,1047.513567,469.2231126,0.85,2,100.0,65.0,104.0,311.18,3.39,105,4.26,1
31.73604210148211,60.84019108655441,100.0,116.1095138,187.6213006,1.23,2,103.24075994783723,20.04775168907493,84.43091961558426,516.9514717027189,3.759510523704556,85,0.0,0
31.037704712372623,100.0,100.0,18.15720869,583.473824,1.34,2,50.934516745813326,71.33807636139451,71.14724876258532,348.66301730336966,0.6956518967725116,70,9.597824626192875,0
27.14,73.9,125.71,819.2080176,58.52200579,0.94,2,84.0,108.0,103.0,18.33,2.93,55,4.49,1
22.661639701405857,99.90913865478788,100.0,672.3916961,502.4140526,1.24,2,60.482494953064524,45.732001456177926,85.61269410496492,51.340123877933365,1.0946490021680986,110,4.252226606590625,0
11.445553562841656,89.67127440925222,0.0,748.3507216,334.4205339,1.4,2,84.30107871435982,42.11784269496717,28.43294479359767,499.8472345103133,3.2761827214680266,85,7.966513794858644,0
18.93,87.36,171.51,852.7912285,90.19953044,1.02,2,78.0,94.0,70.0,666.86,1.76,85,4.86,1
20.091122451993684,91.70936389118322,100.0,988.7029972,423.9466324,1.01,3,41.81148191730156,35.216563413387796,-38.42740382722083,777.3049223331026,4.776219246003183,125,8.228710544920261,0
23.23,90.16,369.9,537.7348098,420.9645086,1.28,2,71.0,106.0,127.0,618.59,2.23,62,6.77,1
17.454975845403496,100.0,100.0,990.8448376,221.671783,1.07,2,98.75469704640395,70.25822025006882,73.7291488493879,547.0457509646249,0.0,65,7.137648060603887,0
19.352602033675566,100.0,100.0,700.4583353,378.4752251,0.98,2,93.54776511876497,24.659261534073508,194.0310404441646,954.7593395223148,1.7561684913746216,100,4.631943625762142,0
18.100384976259313,100.0,100.0,954.9937924,622.7091518,0.93,2,130.08667720594192,98.53960356219393,86.17787519283009,0.0,1.5818858660160653,100,6.417710628358735,0
22.38,60.54,446.82,410.6713345,854.7755535,1.07,3,75.0,66.0,106.0,373.31,2.09,125,2.18,1
29.27,70.66,378.34,368.2451599,187.2772999,1.13,2,107.0,50.0,109.0,310.17,1.16,100,5.51,1
27.924953725208148,92.07329121040215,100.0,890.028768,369.8130219,1.43,2,107.54374214282731,78.8106577857671,143.36606545232485,699.4122093037888,0.728177467414711,62,3.5346983209388303,0
15.995973427629597,71.18635476244557,100.0,455.8055332,414.9203191,1.46,2,33.326565214386,111.84075666654691,148.14239750419256,0.0,1.521930933179697,55,4.085495775633212,0
31.481380062843055,59.037787622593584,100.0,453.1792024,414.0293148,1.14,2,127.30469722440688,46.24812627206543,105.70297143582535,0.0,5.796457916398494,65,0.0,0
12.253880360247045,87.27680602639578,100.0,4.872959282,369.5914109,1.15,2,98.44695629328942,73.94388990628063,113.15706585883312,6.027858367531266,2.5738407411390303,70,4.349183530143547,0
